
---------- Begin Simulation Statistics ----------
simSeconds                                   0.121895                       # Number of seconds simulated (Second)
simTicks                                 121895169500                       # Number of ticks simulated (Tick)
finalTick                                121895169500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    311.13                       # Real time elapsed on the host (Second)
hostTickRate                                391779443                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    1105020                       # Number of bytes of host memory used (Byte)
simInsts                                     70117161                       # Number of instructions simulated (Count)
simOps                                      130215692                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   225360                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     418519                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                       225501357                       # Number of cpu cycles simulated (Cycle)
system.cpu0.cpi                              5.621206                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu0.ipc                              0.177898                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                       74078712                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                     463                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                      74041211                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                   571                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined             3865379                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined          2408830                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                157                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples          225353366                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              0.328556                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             1.115724                       # Number of insts issued each cycle (Count)
system.cpu3.lsq0.loadToUse::max_value            1113                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu3.lsq0.loadToUse::total             2500108                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu3.mmu.dtb.rdAccesses                2500196                       # TLB accesses on read requests (Count)
system.cpu3.mmu.dtb.wrAccesses                    148                       # TLB accesses on write requests (Count)
system.cpu3.mmu.dtb.rdMisses                     4897                       # TLB misses on read requests (Count)
system.cpu3.mmu.dtb.wrMisses                        4                       # TLB misses on write requests (Count)
system.cpu3.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED 121895169500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu3.mmu.itb.rdAccesses                      0                       # TLB accesses on read requests (Count)
system.cpu3.mmu.itb.wrAccesses                    290                       # TLB accesses on write requests (Count)
system.cpu3.mmu.itb.rdMisses                        0                       # TLB misses on read requests (Count)
system.cpu3.mmu.itb.wrMisses                       25                       # TLB misses on write requests (Count)
system.cpu3.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED 121895169500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu3.power_state.pwrStateResidencyTicks::ON 121895169500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu3.rename.squashCycles                    51                       # Number of cycles rename is squashing (Cycle)
system.cpu3.rename.idleCycles                  611463                       # Number of cycles rename is idle (Cycle)
system.cpu3.rename.blockCycles               14401480                       # Number of cycles rename is blocking (Cycle)
system.cpu3.rename.serializeStallCycles             0                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu3.rename.runCycles                  2027151                       # Number of cycles rename is running (Cycle)
system.cpu3.rename.unblockCycles              1242297                       # Number of cycles rename is unblocking (Cycle)
system.cpu3.rename.renamedInsts              20002397                       # Number of instructions processed by rename (Count)
system.cpu3.rename.ROBFullEvents               513163                       # Number of times rename has blocked due to ROB full (Count)
system.cpu3.rename.IQFullEvents                255903                       # Number of times rename has blocked due to IQ full (Count)
system.cpu3.rename.renamedOperands           42502774                       # Number of destination operands rename has renamed (Count)
system.cpu3.rename.lookups                   72505993                       # Number of register rename lookups that rename has made (Count)
system.cpu3.rename.intLookups                17502350                       # Number of integer rename lookups (Count)
system.cpu3.rename.fpLookups                  7500051                       # Number of floating rename lookups (Count)
system.cpu3.rename.committedMaps             42500799                       # Number of HB maps that are committed (Count)
system.cpu3.rename.undoneMaps                    1975                       # Number of HB maps that are undone due to squashing (Count)
system.cpu3.rename.serializing                      0                       # count of serializing insts renamed (Count)
system.cpu3.rename.tempSerializing                  0                       # count of temporary serializing insts renamed (Count)
system.cpu3.rename.skidInsts                  5638559                       # count of insts added to the skid buffer (Count)
system.cpu3.rob.reads                        36408999                       # The number of ROB reads (Count)
system.cpu3.rob.writes                       40004195                       # The number of ROB writes (Count)
system.cpu3.thread_0.numInsts                10000325                       # Number of Instructions committed (Count)
system.cpu3.thread_0.numOps                  20000634                       # Number of Ops committed (Count)
system.cpu3.thread_0.numMemRefs                     0                       # Number of Memory References (Count)
system.cpu_clk_domain.clock                       500                       # Clock period in ticks (Tick)
system.cpu_voltage_domain.voltage                   1                       # Voltage in Volts (Volt)
system.l2.demandHits::cpu0.inst                   202                       # number of demand (read+write) hits (Count)
system.l2.demandHits::cpu0.data                   191                       # number of demand (read+write) hits (Count)
system.l2.demandHits::cpu1.inst                    45                       # number of demand (read+write) hits (Count)
system.l2.demandHits::cpu1.data                    10                       # number of demand (read+write) hits (Count)
system.l2.demandHits::cpu2.inst                    24                       # number of demand (read+write) hits (Count)
system.l2.demandHits::cpu2.data                     6                       # number of demand (read+write) hits (Count)
system.l2.demandHits::cpu3.inst                    65                       # number of demand (read+write) hits (Count)
system.l2.demandHits::cpu3.data                    16                       # number of demand (read+write) hits (Count)
system.l2.demandHits::total                       559                       # number of demand (read+write) hits (Count)
system.l2.overallHits::cpu0.inst                  202                       # number of overall hits (Count)
system.l2.overallHits::cpu0.data                  191                       # number of overall hits (Count)
system.l2.overallHits::cpu1.inst                   45                       # number of overall hits (Count)
system.l2.overallHits::cpu1.data                   10                       # number of overall hits (Count)
system.l2.overallHits::cpu2.inst                   24                       # number of overall hits (Count)
system.l2.overallHits::cpu2.data                    6                       # number of overall hits (Count)
system.l2.overallHits::cpu3.inst                   65                       # number of overall hits (Count)
system.l2.overallHits::cpu3.data                   16                       # number of overall hits (Count)
system.l2.overallHits::total                      559                       # number of overall hits (Count)
system.l2.demandMisses::cpu0.inst                1773                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::cpu0.data             1252167                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::cpu1.inst                  27                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::cpu1.data              312517                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::cpu2.inst                  42                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::cpu2.data              312524                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::cpu3.inst                   7                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::cpu3.data              312512                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::total                 2191569                       # number of demand (read+write) misses (Count)
system.l2.overallMisses::cpu0.inst               1773                       # number of overall misses (Count)
system.l2.overallMisses::cpu0.data            1252167                       # number of overall misses (Count)
system.l2.overallMisses::cpu1.inst                 27                       # number of overall misses (Count)
system.l2.overallMisses::cpu1.data             312517                       # number of overall misses (Count)
system.l2.overallMisses::cpu2.inst                 42                       # number of overall misses (Count)
system.l2.overallMisses::cpu2.data             312524                       # number of overall misses (Count)
system.l2.overallMisses::cpu3.inst                  7                       # number of overall misses (Count)
system.l2.overallMisses::cpu3.data             312512                       # number of overall misses (Count)
system.l2.overallMisses::total                2191569                       # number of overall misses (Count)
system.l2.demandMissLatency::cpu0.inst      140448000                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::cpu0.data   100346696500                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::cpu1.inst        2459500                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::cpu1.data    25499249500                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::cpu2.inst        3603000                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::cpu2.data    25452564500                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::cpu3.inst         654000                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::cpu3.data    25460265500                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::total       176905940500                       # number of demand (read+write) miss ticks (Tick)
system.l2.overallMissLatency::cpu0.inst     140448000                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::cpu0.data  100346696500                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::cpu1.inst       2459500                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::cpu1.data   25499249500                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::cpu2.inst       3603000                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::cpu2.data   25452564500                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::cpu3.inst        654000                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::cpu3.data   25460265500                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::total      176905940500                       # number of overall miss ticks (Tick)
system.l2.demandAccesses::cpu0.inst              1975                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu0.data           1252358                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu1.inst                72                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu1.data            312527                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu2.inst                66                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu2.data            312530                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu3.inst                72                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu3.data            312528                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::total               2192128                       # number of demand (read+write) accesses (Count)
system.l2.overallAccesses::cpu0.inst             1975                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu0.data          1252358                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu1.inst               72                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu1.data           312527                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu2.inst               66                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu2.data           312530                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu3.inst               72                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu3.data           312528                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::total              2192128                       # number of overall (read+write) accesses (Count)
system.l2.demandMissRate::cpu0.inst          0.897722                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu0.data          0.999847                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu1.inst          0.375000                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu1.data          0.999968                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu2.inst          0.636364                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu2.data          0.999981                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu3.inst          0.097222                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu3.data          0.999949                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::total              0.999745                       # miss rate for demand accesses (Ratio)
system.l2.overallMissRate::cpu0.inst         0.897722                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::cpu0.data         0.999847                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::cpu1.inst         0.375000                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::cpu1.data         0.999968                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::cpu2.inst         0.636364                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::cpu2.data         0.999981                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::cpu3.inst         0.097222                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::cpu3.data         0.999949                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::total             0.999745                       # miss rate for overall accesses (Ratio)
system.l2.demandAvgMissLatency::cpu0.inst 79214.890017                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::cpu0.data 80138.429219                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::cpu1.inst 91092.592593                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::cpu1.data 81593.159732                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::cpu2.inst 85785.714286                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::cpu2.data 81441.951658                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::cpu3.inst 93428.571429                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::cpu3.data 81469.721163                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::total    80721.136546                       # average overall miss latency in ticks ((Tick/Count))
system.l2.overallAvgMissLatency::cpu0.inst 79214.890017                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::cpu0.data 80138.429219                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::cpu1.inst 91092.592593                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::cpu1.data 81593.159732                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::cpu2.inst 85785.714286                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::cpu2.data 81441.951658                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::cpu3.inst 93428.571429                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::cpu3.data 81469.721163                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::total   80721.136546                       # average overall miss latency ((Tick/Count))
system.l2.blockedCycles::no_mshrs                   0                       # number of cycles access was blocked (Cycle)
system.l2.blockedCycles::no_targets                 0                       # number of cycles access was blocked (Cycle)
system.l2.blockedCauses::no_mshrs                   0                       # number of times access was blocked (Count)
system.l2.blockedCauses::no_targets                 0                       # number of times access was blocked (Count)
system.l2.avgBlocked::no_mshrs                    nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2.avgBlocked::no_targets                  nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2.writebacks::writebacks              1249808                       # number of writebacks (Count)
system.l2.writebacks::total                   1249808                       # number of writebacks (Count)
system.l2.demandMshrMisses::cpu0.inst            1773                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::cpu0.data         1252167                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::cpu1.inst              27                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::cpu1.data          312517                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::cpu2.inst              42                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::cpu2.data          312524                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::cpu3.inst               7                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::cpu3.data          312512                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::total             2191569                       # number of demand (read+write) MSHR misses (Count)
system.l2.overallMshrMisses::cpu0.inst           1773                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::cpu0.data        1252167                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::cpu1.inst             27                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::cpu1.data         312517                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::cpu2.inst             42                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::cpu2.data         312524                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::cpu3.inst              7                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::cpu3.data         312512                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::total            2191569                       # number of overall MSHR misses (Count)
system.l2.demandMshrMissLatency::cpu0.inst    122728000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::cpu0.data  87825026500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::cpu1.inst      2189500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::cpu1.data  22374079500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::cpu2.inst      3183000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::cpu2.data  22327324500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::cpu3.inst       584000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::cpu3.data  22335145500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::total   154990260500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu0.inst    122728000                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu0.data  87825026500                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu1.inst      2189500                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu1.data  22374079500                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu2.inst      3183000                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu2.data  22327324500                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu3.inst       584000                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu3.data  22335145500                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::total  154990260500                       # number of overall MSHR miss ticks (Tick)
system.l2.demandMshrMissRate::cpu0.inst      0.897722                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::cpu0.data      0.999847                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::cpu1.inst      0.375000                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::cpu1.data      0.999968                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::cpu2.inst      0.636364                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::cpu2.data      0.999981                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::cpu3.inst      0.097222                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::cpu3.data      0.999949                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::total          0.999745                       # mshr miss ratio for demand accesses (Ratio)
system.l2.overallMshrMissRate::cpu0.inst     0.897722                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::cpu0.data     0.999847                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::cpu1.inst     0.375000                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::cpu1.data     0.999968                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::cpu2.inst     0.636364                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::cpu2.data     0.999981                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::cpu3.inst     0.097222                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::cpu3.data     0.999949                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::total         0.999745                       # mshr miss ratio for overall accesses (Ratio)
system.l2.demandAvgMshrMissLatency::cpu0.inst 69220.530175                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::cpu0.data 70138.429219                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::cpu1.inst 81092.592593                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::cpu1.data 71593.159732                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::cpu2.inst 75785.714286                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::cpu2.data 71441.951658                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::cpu3.inst 83428.571429                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::cpu3.data 71469.721163                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::total 70721.141109                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu0.inst 69220.530175                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu0.data 70138.429219                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu1.inst 81092.592593                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu1.data 71593.159732                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu2.inst 75785.714286                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu2.data 71441.951658                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu3.inst 83428.571429                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu3.data 71469.721163                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::total 70721.141109                       # average overall mshr miss latency ((Tick/Count))
system.l2.replacements                        2159384                       # number of replacements (Count)
system.l2.ReadCleanReq.hits::cpu0.inst            202                       # number of ReadCleanReq hits (Count)
system.l2.ReadCleanReq.hits::cpu1.inst             45                       # number of ReadCleanReq hits (Count)
system.l2.ReadCleanReq.hits::cpu2.inst             24                       # number of ReadCleanReq hits (Count)
system.l2.ReadCleanReq.hits::cpu3.inst             65                       # number of ReadCleanReq hits (Count)
system.l2.ReadCleanReq.hits::total                336                       # number of ReadCleanReq hits (Count)
system.l2.ReadCleanReq.misses::cpu0.inst         1773                       # number of ReadCleanReq misses (Count)
system.l2.ReadCleanReq.misses::cpu1.inst           27                       # number of ReadCleanReq misses (Count)
system.l2.ReadCleanReq.misses::cpu2.inst           42                       # number of ReadCleanReq misses (Count)
system.l2.ReadCleanReq.misses::cpu3.inst            7                       # number of ReadCleanReq misses (Count)
system.l2.ReadCleanReq.misses::total             1849                       # number of ReadCleanReq misses (Count)
system.l2.ReadCleanReq.missLatency::cpu0.inst    140448000                       # number of ReadCleanReq miss ticks (Tick)
system.l2.ReadCleanReq.missLatency::cpu1.inst      2459500                       # number of ReadCleanReq miss ticks (Tick)
system.l2.ReadCleanReq.missLatency::cpu2.inst      3603000                       # number of ReadCleanReq miss ticks (Tick)
system.l2.ReadCleanReq.missLatency::cpu3.inst       654000                       # number of ReadCleanReq miss ticks (Tick)
system.l2.ReadCleanReq.missLatency::total    147164500                       # number of ReadCleanReq miss ticks (Tick)
system.l2.ReadCleanReq.accesses::cpu0.inst         1975                       # number of ReadCleanReq accesses(hits+misses) (Count)
system.l2.ReadCleanReq.accesses::cpu1.inst           72                       # number of ReadCleanReq accesses(hits+misses) (Count)
system.l2.ReadCleanReq.accesses::cpu2.inst           66                       # number of ReadCleanReq accesses(hits+misses) (Count)
system.l2.ReadCleanReq.accesses::cpu3.inst           72                       # number of ReadCleanReq accesses(hits+misses) (Count)
system.l2.ReadCleanReq.accesses::total           2185                       # number of ReadCleanReq accesses(hits+misses) (Count)
system.l2.ReadCleanReq.missRate::cpu0.inst     0.897722                       # miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.missRate::cpu1.inst     0.375000                       # miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.missRate::cpu2.inst     0.636364                       # miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.missRate::cpu3.inst     0.097222                       # miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.missRate::total       0.846224                       # miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.avgMissLatency::cpu0.inst 79214.890017                       # average ReadCleanReq miss latency ((Tick/Count))
system.l2.ReadCleanReq.avgMissLatency::cpu1.inst 91092.592593                       # average ReadCleanReq miss latency ((Tick/Count))
system.l2.ReadCleanReq.avgMissLatency::cpu2.inst 85785.714286                       # average ReadCleanReq miss latency ((Tick/Count))
system.l2.ReadCleanReq.avgMissLatency::cpu3.inst 93428.571429                       # average ReadCleanReq miss latency ((Tick/Count))
system.l2.ReadCleanReq.avgMissLatency::total 79591.400757                       # average ReadCleanReq miss latency ((Tick/Count))
system.l2.ReadCleanReq.mshrMisses::cpu0.inst         1773                       # number of ReadCleanReq MSHR misses (Count)
system.l2.ReadCleanReq.mshrMisses::cpu1.inst           27                       # number of ReadCleanReq MSHR misses (Count)
system.l2.ReadCleanReq.mshrMisses::cpu2.inst           42                       # number of ReadCleanReq MSHR misses (Count)
system.l2.ReadCleanReq.mshrMisses::cpu3.inst            7                       # number of ReadCleanReq MSHR misses (Count)
system.l2.ReadCleanReq.mshrMisses::total         1849                       # number of ReadCleanReq MSHR misses (Count)
system.l2.ReadCleanReq.mshrMissLatency::cpu0.inst    122728000                       # number of ReadCleanReq MSHR miss ticks (Tick)
system.l2.ReadCleanReq.mshrMissLatency::cpu1.inst      2189500                       # number of ReadCleanReq MSHR miss ticks (Tick)
system.l2.ReadCleanReq.mshrMissLatency::cpu2.inst      3183000                       # number of ReadCleanReq MSHR miss ticks (Tick)
system.l2.ReadCleanReq.mshrMissLatency::cpu3.inst       584000                       # number of ReadCleanReq MSHR miss ticks (Tick)
system.l2.ReadCleanReq.mshrMissLatency::total    128684500                       # number of ReadCleanReq MSHR miss ticks (Tick)
system.l2.ReadCleanReq.mshrMissRate::cpu0.inst     0.897722                       # mshr miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.mshrMissRate::cpu1.inst     0.375000                       # mshr miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.mshrMissRate::cpu2.inst     0.636364                       # mshr miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.mshrMissRate::cpu3.inst     0.097222                       # mshr miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.mshrMissRate::total     0.846224                       # mshr miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.avgMshrMissLatency::cpu0.inst 69220.530175                       # average ReadCleanReq mshr miss latency ((Tick/Count))
system.l2.ReadCleanReq.avgMshrMissLatency::cpu1.inst 81092.592593                       # average ReadCleanReq mshr miss latency ((Tick/Count))
system.l2.ReadCleanReq.avgMshrMissLatency::cpu2.inst 75785.714286                       # average ReadCleanReq mshr miss latency ((Tick/Count))
system.l2.ReadCleanReq.avgMshrMissLatency::cpu3.inst 83428.571429                       # average ReadCleanReq mshr miss latency ((Tick/Count))
system.l2.ReadCleanReq.avgMshrMissLatency::total 69596.809086                       # average ReadCleanReq mshr miss latency ((Tick/Count))
system.l2.ReadExReq.hits::cpu0.data                20                       # number of ReadExReq hits (Count)
system.l2.ReadExReq.hits::total                    20                       # number of ReadExReq hits (Count)
system.l2.ReadExReq.misses::cpu0.data         1250672                       # number of ReadExReq misses (Count)
system.l2.ReadExReq.misses::cpu1.data               5                       # number of ReadExReq misses (Count)
